Hospital_Name,Hospital_Type,Address,contact,Specialities
Malla reddy narayana multispeciality HospitalA unit of chandramma educational society,Corporate,"Medchal, Quthbullapur, GHMC",P.Vasantha (8374799057),M3 - Infectious Diseases
Malla reddy narayana multispeciality HospitalA unit of chandramma educational society,Corporate,"Medchal, Quthbullapur, GHMC",P.Vasantha (8374799057),M5 - Cardiology
Malla reddy narayana multispeciality HospitalA unit of chandramma educational society,Corporate,"Medchal, Quthbullapur, GHMC",P.Vasantha (8374799057),M6 - Nephrology
Malla reddy narayana multispeciality HospitalA unit of chandramma educational society,Corporate,"Medchal, Quthbullapur, GHMC",P.Vasantha (8374799057),M7 - Neurology
Malla reddy narayana multispeciality HospitalA unit of chandramma educational society,Corporate,"Medchal, Quthbullapur, GHMC",P.Vasantha (8374799057),M15 - Medical Oncology
Malla reddy narayana multispeciality HospitalA unit of chandramma educational society,Corporate,"Medchal, Quthbullapur, GHMC",P.Vasantha (8374799057),M16 - Radiation Oncology
Mamatha General And Super Speciality Hospital A unit of Mamatha Educational Society,Corporate,"Khammam, Khammam (Urban), KHAMMAM",Kukatla.Karuna Jyothi (9703049032),S1 - General Surgery
Mamatha General And Super Speciality Hospital A unit of Mamatha Educational Society,Corporate,"Khammam, Khammam (Urban), KHAMMAM",Sampeta. Nageswar Rao (9963386785),S2 - Ent Surgery
Mamatha General And Super Speciality Hospital A unit of Mamatha Educational Society,Corporate,"Khammam, Khammam (Urban), KHAMMAM",Mallela. Srilatha (8919187446),S3 - Ophthalmology Surgery
Mamatha General And Super Speciality Hospital A unit of Mamatha Educational Society,Corporate,"Khammam, Khammam (Urban), KHAMMAM",J.Vekanna (9704987683),S4 - Gynaecology And Obstetrics Surgery
Mamatha General And Super Speciality Hospital A unit of Mamatha Educational Society,Corporate,"Khammam, Khammam (Urban), KHAMMAM",S.Venkata Reddy (7995229233),S5 - Orthopedic Surgery And Procedures
Mamatha General And Super Speciality Hospital A unit of Mamatha Educational Society,Corporate,"Khammam, Khammam (Urban), KHAMMAM",S.Venkata Reddy (7995229233),S7 - Cardiac And Cardiothoracic Surgery
Mamatha General And Super Speciality Hospital A unit of Mamatha Educational Society,Corporate,"Khammam, Khammam (Urban), KHAMMAM",S.Venkata Reddy (7995229233),S7 - Cardiac And Cardiothoracic Surgery
Mamatha General And Super Speciality Hospital A unit of Mamatha Educational Society,Corporate,"Khammam, Khammam (Urban), KHAMMAM",S.Venkata Reddy (7995229233),S9 - Genito Urinary Surgeries
Mamatha General And Super Speciality Hospital A unit of Mamatha Educational Society,Corporate,"Khammam, Khammam (Urban), KHAMMAM",S.Venkata Reddy (7995229233),S10 - Neurosurgery
Mamatha General And Super Speciality Hospital A unit of Mamatha Educational Society,Corporate,"Khammam, Khammam (Urban), KHAMMAM",S.Venkata Reddy (7995229233),S14 - Plastic Surgery
Mamatha General And Super Speciality Hospital A unit of Mamatha Educational Society,Corporate,"Khammam, Khammam (Urban), KHAMMAM",S.Venkata Reddy (7995229233),S15 - Poly Trauma
Mamatha General And Super Speciality Hospital A unit of Mamatha Educational Society,Corporate,"Khammam, Khammam (Urban), KHAMMAM",S.Venkata Reddy (7995229233),S17 - Prostheses
Mamatha General And Super Speciality Hospital A unit of Mamatha Educational Society,Corporate,"Khammam, Khammam (Urban), KHAMMAM",S.Venkata Reddy (7995229233),M1 - Critical Care
Mamatha General And Super Speciality Hospital A unit of Mamatha Educational Society,Corporate,"Khammam, Khammam (Urban), KHAMMAM",S.Venkata Reddy (7995229233),M2 - General Medicine
Mamatha General And Super Speciality Hospital A unit of Mamatha Educational Society,Corporate,"Khammam, Khammam (Urban), KHAMMAM",S.Venkata Reddy (7995229233),M3 - Infectious Diseases
Mamatha General And Super Speciality Hospital A unit of Mamatha Educational Society,Corporate,"Khammam, Khammam (Urban), KHAMMAM",S.Venkata Reddy (7995229233),M4 - Pediatrics
Mamatha General And Super Speciality Hospital A unit of Mamatha Educational Society,Corporate,"Khammam, Khammam (Urban), KHAMMAM",S.Venkata Reddy (7995229233),M5 - Cardiology
Mamatha General And Super Speciality Hospital A unit of Mamatha Educational Society,Corporate,"Khammam, Khammam (Urban), KHAMMAM",S.Venkata Reddy (7995229233),M6 - Nephrology
Maxivision Eye Hospitals Private Limited,Corporate,"Hyderabad, Khairthabad, GHMC",Saritha (9640899455),S3 - Ophthalmology Surgery
Medivision Eye Care Centre Private Limited Company,Corporate,"Hyderabad, Asifnagar, GHMC",M.Anitha (9010993782),S3 - Ophthalmology Surgery
Mnr Medical College And Hospital,Corporate,"Sangareddy, Sangareddy, -",Kammari.Himagiri Prasad (9618543978),S1 - General Surgery
Mnr Medical College And Hospital,Corporate,"Sangareddy, Sangareddy, -",Kammari Ravinder (7095148093),S2 - Ent Surgery
Mnr Medical College And Hospital,Corporate,"Sangareddy, Sangareddy, -",Chevula Ramesh (7382186112),S3 - Ophthalmology Surgery
Mnr Medical College And Hospital,Corporate,"Sangareddy, Sangareddy, -",P Jaipal Reddy (9492301433),S4 - Gynaecology And Obstetrics Surgery
Mnr Medical College And Hospital,Corporate,"Sangareddy, Sangareddy, -",Kurnam Anjaiah (9494170472),S5 - Orthopedic Surgery And Procedures
Mnr Medical College And Hospital,Corporate,"Sangareddy, Sangareddy, -",Kurnam Anjaiah (9494170472),S6 - Surgical Gastro Enterology
Mnr Medical College And Hospital,Corporate,"Sangareddy, Sangareddy, -",Kurnam Anjaiah (9494170472),S8 - Pediatric Surgeries
Mnr Medical College And Hospital,Corporate,"Sangareddy, Sangareddy, -",Kurnam Anjaiah (9494170472),S9 - Genito Urinary Surgeries
Mnr Medical College And Hospital,Corporate,"Sangareddy, Sangareddy, -",Kurnam Anjaiah (9494170472),S10 - Neurosurgery
Mnr Medical College And Hospital,Corporate,"Sangareddy, Sangareddy, -",Kurnam Anjaiah (9494170472),S14 - Plastic Surgery
Mnr Medical College And Hospital,Corporate,"Sangareddy, Sangareddy, -",Kurnam Anjaiah (9494170472),S15 - Poly Trauma
Mnr Medical College And Hospital,Corporate,"Sangareddy, Sangareddy, -",Kurnam Anjaiah (9494170472),M2 - General Medicine
Mnr Medical College And Hospital,Corporate,"Sangareddy, Sangareddy, -",Kurnam Anjaiah (9494170472),M4 - Pediatrics
Mnr Medical College And Hospital,Corporate,"Sangareddy, Sangareddy, -",Kurnam Anjaiah (9494170472),M6 - Nephrology
Mnr Medical College And Hospital,Corporate,"Sangareddy, Sangareddy, -",Kurnam Anjaiah (9494170472),M7 - Neurology
Mnr Medical College And Hospital,Corporate,"Sangareddy, Sangareddy, -",Kurnam Anjaiah (9494170472),M8 - Pulmonology
Mnr Medical College And Hospital,Corporate,"Sangareddy, Sangareddy, -",Kurnam Anjaiah (9494170472),M9 - Dermatology
Mnr Medical College And Hospital,Corporate,"Sangareddy, Sangareddy, -",Kurnam Anjaiah (9494170472),M12 - Gastroenterology
Muthya kidney center,Corporate,"Hanamkonda, Hanamkonda, Warangal",Rajesh Kumar K(9533912535),S9 - Genito Urinary Surgeries
Muthya kidney center,Corporate,"Hanamkonda, Hanamkonda, Warangal",B.Shankaraiah (8328301252),M6 - Nephrology
NALGONDA INSTITUTE OF MEDICAL SCIENCES,Corporate,"Nalgonda, Nalgonda, Nalgonda",A.Laxmi (8790105361),S5 - Orthopedic Surgery And Procedures
NALGONDA INSTITUTE OF MEDICAL SCIENCES,Corporate,"Nalgonda, Nalgonda, Nalgonda",A.Laxmi (8790105361),S7 - Cardiac And Cardiothoracic Surgery
NALGONDA INSTITUTE OF MEDICAL SCIENCES,Corporate,"Nalgonda, Nalgonda, Nalgonda",A.Laxmi (8790105361),S15 - Poly Trauma
NALGONDA INSTITUTE OF MEDICAL SCIENCES,Corporate,"Nalgonda, Nalgonda, Nalgonda",A.Laxmi (8790105361),M5 - Cardiology
NARENDRA MULTI SPECIALITY HOSPITAL,Corporate,"Nirmal, Nirmal, Nirmal",Praveen .Poddutoori (9492683486),S4 - Gynaecology And Obstetrics Surgery
NARENDRA MULTI SPECIALITY HOSPITAL,Corporate,"Nirmal, Nirmal, Nirmal",Praveen .Poddutoori (9492683486),S5 - Orthopedic Surgery And Procedures
NARENDRA MULTI SPECIALITY HOSPITAL,Corporate,"Nirmal, Nirmal, Nirmal",Praveen .Poddutoori (9492683486),S15 - Poly Trauma
NARENDRA MULTI SPECIALITY HOSPITAL,Corporate,"Nirmal, Nirmal, Nirmal",Praveen .Poddutoori (9492683486),M4 - Pediatrics
NAVEENA MULTI SPECIALITY HOSPITAL PRIVATE LIMITED,Corporate,"Rangareddy, Saroornagar, GHMC",K Paramesh(8125203424),S5 - Orthopedic Surgery And Procedures
NAVEENA MULTI SPECIALITY HOSPITAL PRIVATE LIMITED,Corporate,"Rangareddy, Saroornagar, GHMC",E.Anitha (8919604430),S15 - Poly Trauma
NAVYA MULTI SPECIALITY HOSPITAL,Corporate,"Nalgonda, Nalgonda, Nalgonda",Kalakota Danthala Rama (9063773754),S5 - Orthopedic Surgery And Procedures
NAVYA MULTI SPECIALITY HOSPITAL,Corporate,"Nalgonda, Nalgonda, Nalgonda",Kalakota Danthala Rama (9063773754),S15 - Poly Trauma
NEELIMA HOSPITALS PRIVATE LTD,Corporate,"Hyderabad, Khairthabad, GHMC",Sharada (7989462932),S4 - Gynaecology And Obstetrics Surgery
NEELIMA HOSPITALS PRIVATE LTD,Corporate,"Hyderabad, Khairthabad, GHMC",Sharada (7989462932),S5 - Orthopedic Surgery And Procedures
NEELIMA HOSPITALS PRIVATE LTD,Corporate,"Hyderabad, Khairthabad, GHMC",Sharada (7989462932),S9 - Genito Urinary Surgeries
NEELIMA HOSPITALS PRIVATE LTD,Corporate,"Hyderabad, Khairthabad, GHMC",Sharada (7989462932),S15 - Poly Trauma
NEELIMA HOSPITALS PRIVATE LTD,Corporate,"Hyderabad, Khairthabad, GHMC",Sharada (7989462932),M4 - Pediatrics
NEELIMA HOSPITALS PRIVATE LTD,Corporate,"Hyderabad, Khairthabad, GHMC",Sharada (7989462932),M6 - Nephrology
NEHA SHINE HOSPITALS,Corporate,"Mahabubnagar, Mahabubnagar Urban, MAHABUBNAGAR",Manjula (9705913244),S1 - General Surgery
NEHA SHINE HOSPITALS,Corporate,"Mahabubnagar, Mahabubnagar Urban, MAHABUBNAGAR",K.Varaprasad (9966336616),S4 - Gynaecology And Obstetrics Surgery
NEHA SHINE HOSPITALS,Corporate,"Mahabubnagar, Mahabubnagar Urban, MAHABUBNAGAR",K.Varaprasad (9966336616),S5 - Orthopedic Surgery And Procedures
NEHA SHINE HOSPITALS,Corporate,"Mahabubnagar, Mahabubnagar Urban, MAHABUBNAGAR",K.Varaprasad (9966336616),S8 - Pediatric Surgeries
NEHA SHINE HOSPITALS,Corporate,"Mahabubnagar, Mahabubnagar Urban, MAHABUBNAGAR",K.Varaprasad (9966336616),S9 - Genito Urinary Surgeries
NEHA SHINE HOSPITALS,Corporate,"Mahabubnagar, Mahabubnagar Urban, MAHABUBNAGAR",K.Varaprasad (9966336616),S15 - Poly Trauma
NEHA SHINE HOSPITALS,Corporate,"Mahabubnagar, Mahabubnagar Urban, MAHABUBNAGAR",K.Varaprasad (9966336616),M1 - Critical Care
NEHA SHINE HOSPITALS,Corporate,"Mahabubnagar, Mahabubnagar Urban, MAHABUBNAGAR",K.Varaprasad (9966336616),M2 - General Medicine
NEHA SHINE HOSPITALS,Corporate,"Mahabubnagar, Mahabubnagar Urban, MAHABUBNAGAR",K.Varaprasad (9966336616),M4 - Pediatrics
NEO BBC NEW BORN and CHILDREN HOSPITAL,Corporate,"Hyderabad, Amberpet, GHMC",Madhavi (8074463582),S8 - Pediatric Surgeries
NEO BBC NEW BORN and CHILDREN HOSPITAL,Corporate,"Hyderabad, Amberpet, GHMC",Madhavi (8074463582),S8 - Pediatric Surgeries
NEO BBC NEW BORN and CHILDREN HOSPITAL,Corporate,"Hyderabad, Amberpet, GHMC",Madhavi (8074463582),M4 - Pediatrics
NEW AMMA MULTISPECIALITY HOSPITAL,Corporate,"Warangal, Narsampet, Narsampet",K. Madhavi (7780371180),S5 - Orthopedic Surgery And Procedures
NEW AMMA MULTISPECIALITY HOSPITAL,Corporate,"Warangal, Narsampet, Narsampet",K. Madhavi (7780371180),S15 - Poly Trauma
NEW DELHI CENTRE FOR SIGHT,Corporate,"Hyderabad, Khairthabad, GHMC",Rajesh (8179129161),S3 - Ophthalmology Surgery
NEW LIFE EMERGENCY AND MULTISPECIALITY HOSPITAL,Corporate,"Khammam, Khammam (Urban), KHAMMAM",P.Ramadevi (8688046716),S1 - General Surgery
NEW LIFE EMERGENCY AND MULTISPECIALITY HOSPITAL,Corporate,"Khammam, Khammam (Urban), KHAMMAM",P.Ramadevi (8688046716),S5 - Orthopedic Surgery And Procedures
NEW LIFE EMERGENCY AND MULTISPECIALITY HOSPITAL,Corporate,"Khammam, Khammam (Urban), KHAMMAM",P.Ramadevi (8688046716),S15 - Poly Trauma
NEW LIFE EMERGENCY AND MULTISPECIALITY HOSPITAL,Corporate,"Khammam, Khammam (Urban), KHAMMAM",P.Ramadevi (8688046716),M1 - Critical Care
NEW LIFE EMERGENCY AND MULTISPECIALITY HOSPITAL,Corporate,"Khammam, Khammam (Urban), KHAMMAM",P.Ramadevi (8688046716),M2 - General Medicine
NEW LIFE EMERGENCY AND MULTISPECIALITY HOSPITAL,Corporate,"Khammam, Khammam (Urban), KHAMMAM",P.Ramadevi (8688046716),M8 - Pulmonology
NEW LIFE LINE MULTI SPECIALITY HOSPITAL,Corporate,"Medchal, Kapra, GHMC",Mazharuddin.Md (9573141245),S5 - Orthopedic Surgery And Procedures
NEW LIFE LINE MULTI SPECIALITY HOSPITAL,Corporate,"Medchal, Kapra, GHMC",Mazharuddin.Md (9573141245),S9 - Genito Urinary Surgeries
NEW LIFE LINE MULTI SPECIALITY HOSPITAL,Corporate,"Medchal, Kapra, GHMC",Mazharuddin.Md (9573141245),S15 - Poly Trauma
NIKHIL HOSPITALS,Corporate,"Rangareddy, Saroornagar, GHMC",V.G.S.Prasunamba (9492755077),S1 - General Surgery
NIKHIL HOSPITALS,Corporate,"Rangareddy, Saroornagar, GHMC",Ch.Vinoda (9704142599),S4 - Gynaecology And Obstetrics Surgery
NIKHIL HOSPITALS,Corporate,"Rangareddy, Saroornagar, GHMC",Ch.Vinoda (9704142599),S5 - Orthopedic Surgery And Procedures
NIKHIL HOSPITALS,Corporate,"Rangareddy, Saroornagar, GHMC",Ch.Vinoda (9704142599),S5 - Orthopedic Surgery And Procedures
NIKHIL HOSPITALS,Corporate,"Rangareddy, Saroornagar, GHMC",Ch.Vinoda (9704142599),S9 - Genito Urinary Surgeries
NIKHIL HOSPITALS,Corporate,"Rangareddy, Saroornagar, GHMC",Ch.Vinoda (9704142599),S9 - Genito Urinary Surgeries
NIKHIL HOSPITALS,Corporate,"Rangareddy, Saroornagar, GHMC",Ch.Vinoda (9704142599),S10 - Neurosurgery
NIKHIL HOSPITALS,Corporate,"Rangareddy, Saroornagar, GHMC",Ch.Vinoda (9704142599),S10 - Neurosurgery
NIKHIL HOSPITALS,Corporate,"Rangareddy, Saroornagar, GHMC",Ch.Vinoda (9704142599),S14 - Plastic Surgery
NIKHIL HOSPITALS,Corporate,"Rangareddy, Saroornagar, GHMC",Ch.Vinoda (9704142599),S14 - Plastic Surgery
NIKHIL HOSPITALS,Corporate,"Rangareddy, Saroornagar, GHMC",Ch.Vinoda (9704142599),S15 - Poly Trauma
NIKHIL HOSPITALS,Corporate,"Rangareddy, Saroornagar, GHMC",Ch.Vinoda (9704142599),S15 - Poly Trauma
NIKHIL HOSPITALS,Corporate,"Rangareddy, Saroornagar, GHMC",Ch.Vinoda (9704142599),M1 - Critical Care
NIKHIL HOSPITALS,Corporate,"Rangareddy, Saroornagar, GHMC",Ch.Vinoda (9704142599),M2 - General Medicine
NIKHIL HOSPITALS,Corporate,"Rangareddy, Saroornagar, GHMC",Ch.Vinoda (9704142599),M7 - Neurology
NIKITHA HOSPITAL,Corporate,"Badradri, Bhadrachalam, -",Podakalapalli.Amarsatheesh (9848070333),S5 - Orthopedic Surgery And Procedures
NIKITHA HOSPITAL,Corporate,"Badradri, Bhadrachalam, -",Podakalapalli.Amarsatheesh (9848070333),S15 - Poly Trauma
NIRMALA MATERNITY ORTHOPAEDICS AND GENERAL HOSPITAL,Corporate,"Hyderabad, Asifnagar, GHMC",Nuzahat Feroz (7337260552),S5 - Orthopedic Surgery And Procedures
NIRMALA MATERNITY ORTHOPAEDICS AND GENERAL HOSPITAL,Corporate,"Hyderabad, Asifnagar, GHMC",Nuzahat Feroz (7337260552),S15 - Poly Trauma
Nikhil Hospital,Corporate,"Hyderabad, Khairthabad, GHMC",Kamatham Indirapriyadarshini (9346130829),S1 - General Surgery
Nikhil Hospital,Corporate,"Hyderabad, Khairthabad, GHMC",Kamatham Indirapriyadarshini (9346130829),S2 - Ent Surgery
Nikhil Hospital,Corporate,"Hyderabad, Khairthabad, GHMC",Kamatham Indirapriyadarshini (9346130829),S5 - Orthopedic Surgery And Procedures
Nikhil Hospital,Corporate,"Hyderabad, Khairthabad, GHMC",Kamatham Indirapriyadarshini (9346130829),S9 - Genito Urinary Surgeries
Nikhil Hospital,Corporate,"Hyderabad, Khairthabad, GHMC",Kamatham Indirapriyadarshini (9346130829),S10 - Neurosurgery
Nikhil Hospital,Corporate,"Hyderabad, Khairthabad, GHMC",Kamatham Indirapriyadarshini (9346130829),S14 - Plastic Surgery
Nikhil Hospital,Corporate,"Hyderabad, Khairthabad, GHMC",Kamatham Indirapriyadarshini (9346130829),S15 - Poly Trauma
Nikhil Hospital,Corporate,"Hyderabad, Khairthabad, GHMC",Kamatham Indirapriyadarshini (9346130829),M1 - Critical Care
Nikhil Hospital,Corporate,"Hyderabad, Khairthabad, GHMC",Kamatham Indirapriyadarshini (9346130829),M2 - General Medicine
Nikhil Hospital,Corporate,"Hyderabad, Khairthabad, GHMC",Kamatham Indirapriyadarshini (9346130829),M3 - Infectious Diseases
Nikhil Hospital,Corporate,"Hyderabad, Khairthabad, GHMC",Kamatham Indirapriyadarshini (9346130829),M7 - Neurology
Niloufer Hospital,Government-DME,"Hyderabad, Nampally, GHMC",Hareesh (9848223212),S4 - Gynaecology And Obstetrics Surgery
Niloufer Hospital,Government-DME,"Hyderabad, Nampally, GHMC",Mr Nagaraju(9177112434),S8 - Pediatric Surgeries
Niloufer Hospital,Government-DME,"Hyderabad, Nampally, GHMC",Dr Rajasekhar V (8333816074),M4 - Pediatrics
Niloufer Hospital,Government-DME,"Hyderabad, Nampally, GHMC",Laxmi Bai (6302858217),M4 - Pediatrics
Niloufer Hospital,Government-DME,"Hyderabad, Nampally, GHMC",V.Venkata Lakshmi (9059191102),M4 - Pediatrics
Nims Hospitals,Government-Govt_Inst,"Hyderabad, Khairthabad, GHMC",Thirupathi (9959133051),S1 - General Surgery
Nims Hospitals,Government-Govt_Inst,"Hyderabad, Khairthabad, GHMC",Saraswathi (9703919494),S2 - Ent Surgery
Nims Hospitals,Government-Govt_Inst,"Hyderabad, Khairthabad, GHMC",Meenakshi (9666580089),S3 - Ophthalmology Surgery
Nims Hospitals,Government-Govt_Inst,"Hyderabad, Khairthabad, GHMC",Chiddirala Sharadha (9393966046),S4 - Gynaecology And Obstetrics Surgery
Nims Hospitals,Government-Govt_Inst,"Hyderabad, Khairthabad, GHMC",Swapna (9951753444),S5 - Orthopedic Surgery And Procedures
Nims Hospitals,Government-Govt_Inst,"Hyderabad, Khairthabad, GHMC",Indhira (9989427503),S6 - Surgical Gastro Enterology
Nims Hospitals,Government-Govt_Inst,"Hyderabad, Khairthabad, GHMC",Durga Rao (9989420570),S7 - Cardiac And Cardiothoracic Surgery
Nims Hospitals,Government-Govt_Inst,"Hyderabad, Khairthabad, GHMC",M Rajeshwar (9985384873),S8 - Pediatric Surgeries
Nims Hospitals,Government-Govt_Inst,"Hyderabad, Khairthabad, GHMC",L.Venkata Chary (9652773145),S9 - Genito Urinary Surgeries
Nims Hospitals,Government-Govt_Inst,"Hyderabad, Khairthabad, GHMC",Mr Saidulu(6281471531),S10 - Neurosurgery
Nims Hospitals,Government-Govt_Inst,"Hyderabad, Khairthabad, GHMC",D Srinivas (9502316717),S11 - Surgical Oncology
Nims Hospitals,Government-Govt_Inst,"Hyderabad, Khairthabad, GHMC",E.Swarna Latha(9059658277),S14 - Plastic Surgery
Nims Hospitals,Government-Govt_Inst,"Hyderabad, Khairthabad, GHMC",S.Ganga Prasad (8801572135),S15 - Poly Trauma
Nims Hospitals,Government-Govt_Inst,"Hyderabad, Khairthabad, GHMC",Shaik Abdullah (9030905149),S17 - Prostheses
Nims Hospitals,Government-Govt_Inst,"Hyderabad, Khairthabad, GHMC",Makam Anuradha (9866728357),M1 - Critical Care
Nims Hospitals,Government-Govt_Inst,"Hyderabad, Khairthabad, GHMC",Lakshmipriya Kandukuri (),M2 - General Medicine
Nims Hospitals,Government-Govt_Inst,"Hyderabad, Khairthabad, GHMC",Boda Swapna(9603579741),M3 - Infectious Diseases
Nims Hospitals,Government-Govt_Inst,"Hyderabad, Khairthabad, GHMC",N. Srilatha(9666773410),M4 - Pediatrics
Nims Hospitals,Government-Govt_Inst,"Hyderabad, Khairthabad, GHMC",N. Srilatha(9666773410),M5 - Cardiology
Nims Hospitals,Government-Govt_Inst,"Hyderabad, Khairthabad, GHMC",N. Srilatha(9666773410),M6 - Nephrology
Nims Hospitals,Government-Govt_Inst,"Hyderabad, Khairthabad, GHMC",N. Srilatha(9666773410),M7 - Neurology
Nims Hospitals,Government-Govt_Inst,"Hyderabad, Khairthabad, GHMC",N. Srilatha(9666773410),M8 - Pulmonology
Nims Hospitals,Government-Govt_Inst,"Hyderabad, Khairthabad, GHMC",N. Srilatha(9666773410),M9 - Dermatology
Nims Hospitals,Government-Govt_Inst,"Hyderabad, Khairthabad, GHMC",N. Srilatha(9666773410),M10 - Rheumatology
Nims Hospitals,Government-Govt_Inst,"Hyderabad, Khairthabad, GHMC",N. Srilatha(9666773410),M11 - Endocrinology
Nims Hospitals,Government-Govt_Inst,"Hyderabad, Khairthabad, GHMC",N. Srilatha(9666773410),M12 - Gastroenterology
Nims Hospitals,Government-Govt_Inst,"Hyderabad, Khairthabad, GHMC",N. Srilatha(9666773410),S19 - Organ Transplantation Surgery
Nims Hospitals,Government-Govt_Inst,"Hyderabad, Khairthabad, GHMC",N. Srilatha(9666773410),S19.1 - Liver Transplantation Surgery
Nims Hospitals,Government-Govt_Inst,"Hyderabad, Khairthabad, GHMC",N. Srilatha(9666773410),S19.2 - Heart Transplantation Surgery
Nims Hospitals,Government-Govt_Inst,"Hyderabad, Khairthabad, GHMC",N. Srilatha(9666773410),S19.3 - Renal Transplantation Surgery
Nims Hospitals,Government-Govt_Inst,"Hyderabad, Khairthabad, GHMC",N. Srilatha(9666773410),S19.4 - Lung Transplantation Surgery
Nims Hospitals,Government-Govt_Inst,"Hyderabad, Khairthabad, GHMC",N. Srilatha(9666773410),S19.5 - Allogenic Stem Cell Transplantation
Nims Hospitals,Government-Govt_Inst,"Hyderabad, Khairthabad, GHMC",N. Srilatha(9666773410),S19.6 - Autologous Stem Cell Transplantation
Nims Hospitals,Government-Govt_Inst,"Hyderabad, Khairthabad, GHMC",N. Srilatha(9666773410),S19.7 - Heart And Lung Transplantation Surgery
Nims Hospitals,Government-Govt_Inst,"Hyderabad, Khairthabad, GHMC",N. Srilatha(9666773410),M15 - Medical Oncology
Nims Hospitals,Government-Govt_Inst,"Hyderabad, Khairthabad, GHMC",N. Srilatha(9666773410),M16 - Radiation Oncology
OLIVE HOSPITAL,Corporate,"Hyderabad, Asifnagar, GHMC",J.Ravikumar (8096008253),S1 - General Surgery
OLIVE HOSPITAL,Corporate,"Hyderabad, Asifnagar, GHMC",J.Ravikumar (8096008253),S5 - Orthopedic Surgery And Procedures
OLIVE HOSPITAL,Corporate,"Hyderabad, Asifnagar, GHMC",J.Ravikumar (8096008253),S5 - Orthopedic Surgery And Procedures
OLIVE HOSPITAL,Corporate,"Hyderabad, Asifnagar, GHMC",J.Ravikumar (8096008253),S6 - Surgical Gastro Enterology
OLIVE HOSPITAL,Corporate,"Hyderabad, Asifnagar, GHMC",J.Ravikumar (8096008253),S6 - Surgical Gastro Enterology
OLIVE HOSPITAL,Corporate,"Hyderabad, Asifnagar, GHMC",J.Ravikumar (8096008253),S7 - Cardiac And Cardiothoracic Surgery
OLIVE HOSPITAL,Corporate,"Hyderabad, Asifnagar, GHMC",J.Ravikumar (8096008253),S7 - Cardiac And Cardiothoracic Surgery
OLIVE HOSPITAL,Corporate,"Hyderabad, Asifnagar, GHMC",J.Ravikumar (8096008253),S9 - Genito Urinary Surgeries
OLIVE HOSPITAL,Corporate,"Hyderabad, Asifnagar, GHMC",J.Ravikumar (8096008253),S9 - Genito Urinary Surgeries
OLIVE HOSPITAL,Corporate,"Hyderabad, Asifnagar, GHMC",J.Ravikumar (8096008253),S10 - Neurosurgery
OLIVE HOSPITAL,Corporate,"Hyderabad, Asifnagar, GHMC",J.Ravikumar (8096008253),S10 - Neurosurgery
OLIVE HOSPITAL,Corporate,"Hyderabad, Asifnagar, GHMC",J.Ravikumar (8096008253),S15 - Poly Trauma
OLIVE HOSPITAL,Corporate,"Hyderabad, Asifnagar, GHMC",J.Ravikumar (8096008253),S15 - Poly Trauma
OLIVE HOSPITAL,Corporate,"Hyderabad, Asifnagar, GHMC",J.Ravikumar (8096008253),M5 - Cardiology
OLIVE HOSPITAL,Corporate,"Hyderabad, Asifnagar, GHMC",J.Ravikumar (8096008253),M5 - Cardiology
OLIVE HOSPITAL,Corporate,"Hyderabad, Asifnagar, GHMC",J.Ravikumar (8096008253),M7 - Neurology
OLIVE HOSPITAL,Corporate,"Hyderabad, Asifnagar, GHMC",J.Ravikumar (8096008253),M7 - Neurology
OLIVE HOSPITAL,Corporate,"Hyderabad, Asifnagar, GHMC",J.Ravikumar (8096008253),M12 - Gastroenterology
OM SAI RAM MULTI SPECIALITY HOSPITAL,Corporate,"Jagtial, Jagitial Rural, Jagtial",C.Rajasheker (9705745101),S5 - Orthopedic Surgery And Procedures
OM SAI RAM MULTI SPECIALITY HOSPITAL,Corporate,"Jagtial, Jagitial Rural, Jagtial",C.Rajasheker (9705745101),S15 - Poly Trauma
OMEGA HOSPITALS,Corporate,"Rangareddy, Serilingampalli, GHMC",V. Narsimulu (9618724459),S2 - Ent Surgery
OMEGA HOSPITALS,Corporate,"Rangareddy, Serilingampalli, GHMC",V. Narsimulu (9618724459),S5 - Orthopedic Surgery And Procedures
OMEGA HOSPITALS,Corporate,"Rangareddy, Serilingampalli, GHMC",V. Narsimulu (9618724459),S6 - Surgical Gastro Enterology
OMEGA HOSPITALS,Corporate,"Rangareddy, Serilingampalli, GHMC",V. Narsimulu (9618724459),S7 - Cardiac And Cardiothoracic Surgery
OMEGA HOSPITALS,Corporate,"Rangareddy, Serilingampalli, GHMC",V. Narsimulu (9618724459),S9 - Genito Urinary Surgeries
OMEGA HOSPITALS,Corporate,"Rangareddy, Serilingampalli, GHMC",V. Narsimulu (9618724459),S10 - Neurosurgery
OMEGA HOSPITALS,Corporate,"Rangareddy, Serilingampalli, GHMC",V. Narsimulu (9618724459),S11 - Surgical Oncology
OMEGA HOSPITALS,Corporate,"Rangareddy, Serilingampalli, GHMC",V. Narsimulu (9618724459),M5 - Cardiology
OMEGA HOSPITALS,Corporate,"Rangareddy, Serilingampalli, GHMC",V. Narsimulu (9618724459),M6 - Nephrology
OMEGA HOSPITALS,Corporate,"Rangareddy, Serilingampalli, GHMC",V. Narsimulu (9618724459),M7 - Neurology
OMEGA HOSPITALS,Corporate,"Rangareddy, Serilingampalli, GHMC",V. Narsimulu (9618724459),M10 - Rheumatology
