Sr.No,KendraCode,Name,StateName,DistrictName,PinCode,Address
2740,PMBJK06269,Mr. Janardhan Reddy,Karnataka,Bidar,585227,"H.No. 6-98/4, Shop No.2, Gf, Opp. Pkps Godown, Main Road, Nirna, Bidar"
2741,PMBJK06271,Mr. Chiranth D K,Karnataka,Dakshina Kannada,574219,"D.No. 12-139/4, Basement Floor, Srinivas Arcade, Near Bus Stand, B.C Road, Dakshina Kannada"
2742,PMBJK06291,Mr. H.C Nagaraj,Karnataka,Bengaluru Urban,560064,"B.No.30,Gf, Harohalli Village, Yelahanka Hobli, Bengaluru Urban"
2743,PMBJK06292,Mrs. H. Bhavani,Karnataka,Bengaluru Urban,562106,"Anekal Govt Hospital Premises, Bengaluru Urban"
2744,PMBJK06313,Mr. Sanjay B.V,Karnataka,Shivamogga,577412,"Ass. No. 52, Shop No.03, Shivallingappa Complex, Gf, N.H 206, Anandpura, Shivamogga"
2745,PMBJK06361,Mr. Sanjeev Kumar Sullad,Karnataka,Koppal,583231,"Prop No. 24-2-3-88, 9-2-1414/1A & B Old & 9-3-
246/1&2 New, Shop No.2, Ward No.24, Opp. Bus Stand, Ga, Koppal"
2746,PMBJK06365,Mr. Venkat Narayan Chekuri,Karnataka,Bengaluru Urban,560041,"No.686, 16Th Main, 4Th Block, Jayanagar, Bengaluru Urban"
2747,PMBJK06366,Mrs. Shameema,Karnataka,Dakshina Kannada,575020,"D.No. 19-86/6, Gf, Baba Lodge Comercial Complex Building, Masthikatte, Ullal, Dakshina Kannada"
2748,PMBJK06374,Mrs. M. Thulasi,Karnataka,Mysuru,570020,"Property No. 4/1A, Shop No.2, 4Th Main, Mysore"
2749,PMBJK06395,Mr. Syed Irshad Pasha,Karnataka,Bengaluru Urban,560010,"No. 4185/11, Shop No.2, Gf, Ist Main, 2Nd Stage, Subramanayanagar, Bengaluru Urban"
2750,PMBJK06401,Mrs. Uzma Nigaar Zameer,Karnataka,Bengaluru Urban,560043,"K.No. 762/2407/61/85, No. 83, Gf, 4Th Cross,
Shivaramaiah Layout, Hbr Layout, , Iii Block, Near H.P, Bengaluru Urban"
2751,PMBJK06410,Mr. Yogananda G T,Karnataka,Bengaluru Urban,560040,"No. 51/3, Shop No. 3, Gf, Nagarbhavi Main Road, Saraswathnagar, Amarjyothinagar, Bengaluru Urban"
2752,PMBJK06411,Mr. Shivaranajan M,Karnataka,Dakshina Kannada,574212,"D.No. 5-91/2-4, Gf, Shop No. 4, Manikarnika Complex, Bellare, Dakshina Kannada"
2753,PMBJK06424,Mr. R. Natarajan,Karnataka,Bengaluru Urban,560003,"No. 118/1,Gf, Narayana Enclave, 10Th Cross Coconut Avenue, Malleshwaram, Bengaluru Urban"
2754,PMBJK06443,Mr. Shivakumar K Sunagar,Karnataka,Haveri,581116,"Vpc No. 1050, Gf, Shop No. 1, Masue Road, Near Bhagathsingh Circle, Rattihalli, Haveri"
2755,PMBJK06460,Mr. Chiranjeevi S K,Karnataka,Bengaluru Urban,560024,"P.R. No. 5665/436/6, Shop No.6, W.No.6, Gf, Near
Coffee Board Park, Virupakshapura, Bhuvaneshwari N, Bengaluru Urban"
2756,PMBJK06463,Mr. Vinay M,Karnataka,Shivamogga,577204,"Site No. 251-3997, Gagan Complex, Shop No.2, 100 Ft Road, Opp. Bharath Petrol Bunk, Police Chowki, V, Shivamogga"
2757,PMBJK06464,Mr. Mohammed Nawaz,Karnataka,Chikkamagaluru,577228,"Site No. 8-104-1, Ass. No. 20/17/B, Gf, Shop No.2, Dasara Beedi, B H Road, Chikkamagaluru"
2758,PMBJK06470,Mr. Fajilath Pasha,Karnataka,Davangere,577213,"Ward No. 15, Ass. No. 1-504-172, Vishwabandhu Commercial Complex, Cellar, Shop No. 1, Kannikaparames, Devangere"
2759,PMBJK06491,Mr. K. Nagaraja,Karnataka,Dakshina Kannada,575001,"D.No. 20-3-276/15, Gf, Paranganam Complex, Near Rao And Rao Circle,Maidan West Road, State Bank, Man, Dakshina Kannada"
2760,PMBJK06506,Raqeeb Ulla Khan,Karnataka,Bengaluru Urban,560022,"No. 50/2, Gf, Subedhar Chatram Road, Bengaluru Urban"
2761,PMBJK06507,Mrs. Sukanya S,Karnataka,Bengaluru Urban,560091,"No.70, Gf, Shop No.5, 6Th Cross, Srinivasanagar, Sunkadakatte, Bengaluru Urban"
2762,PMBJK06508,Nagayya Irayya Kitageirmath,Karnataka,Haveri,581126,"Vpc No. 1422/4, Shop No.2, Shree Renuka Arcade, Gf, Main Road, Hulagur, Haveri"
2763,PMBJK06518,Mrs. Latha Devi.P,Karnataka,Dakshina Kannada,575007,"D.No. 2-115/5, Gf, Near Yenepoya School, Angadymaru, Jeppina Mogaru, Dakshina Kannada"
2764,PMBJK06527,Mr. Nirmalkumar D Shiraguppi,Karnataka,Dharwad,580024,"Survey No. 79-90, Pid No. 37A/2707, Building No. 1080/1, Matti Shop No. 01, Gf, Near Maruti Temple,, Dharwad"
2765,PMBJK06529,Mr. Ramesh G Kanti,Karnataka,Bagalkote,587301,"Shop No. 105, Cellar Cts No. 4772/A/21 To Cts 4772/A/24, Bagwan Complex, Opp. Kumbar Lake, Near Tipp, Bagalkot"
2766,PMBJK06533,T. G. Raghunath,Karnataka,Bengaluru Urban,560077,"Pid No.4/3, Shop No.11, Ground Floor, Devanna Complex, Main Road, B.D.S Nagar, Opp-K Narayanapur, Ko, Bengaluru Urban"
2767,PMBJK06539,Mr. Telkar Sony Bai,Karnataka,Bengaluru Urban,560092,"K.No. 206/21/2, No.2, Gf, Near Govt. Hospital, Muniswamyappa Layout Amurthahalli, Bengaluru Urban"
2768,PMBJK06541,Mrs. Rekha N Halakatti,Karnataka,Bagalkote,587112,"Tp 278/1, Plot No. 39(3), Shop No.3, Hugar Complex, W.No. 13, Near I B, Amingad, Bagalkot"
2769,PMBJK06542,Mr. Gururaj P,Karnataka,Raichur,584122,"D.No- 2-11-486 To 488, Shop No. 02, Gf, Besides Kksr Talkies Gulbarga Road, Raichur"
2770,PMBJK06543,Mr Sudeep S K,Karnataka,Tumakuru,572218,"Phc Hospital Premises, Phc Huliyar, Rajkumar Road, Huliyar, Tumkur"
2771,PMBJK06544,Mrs. Anuradha A Shiraguppi,Karnataka,Dharwad,580030,"Cts -00N03542/8B, Plot No. 8, Gf, Shop No.1, Near Sbi Atm, Banashankari Layout, Lingarajnagar Road,, Dharwad"
2772,PMBJK06546,Mrs. Safa Saramma,Karnataka,Dakshina Kannada,575001,"D.No- 19-6-359/3, Gf, Mizaz Complex, Pandeshwar, Dakshina Kannada"
2773,PMBJK06556,Mr. K.Hemanth Kumar,Karnataka,Bengaluru Urban,560052,"No.84, Gf, Ist A Main Road, Ist Cross, Ulsoor Narayanapura Layout, Konanakunte, New Bank"
2774,,,,,,"Colony, Bengaluru Urban"
2775,PMBJK06557,Mr. Vasantha Kumar J N,Karnataka,Bengaluru Rural,562111,"No.1784/90, Veerasagara Road, Gf, Dabaspete, Bengaluru Rural"
2776,PMBJK06558,Mr. Manamohana Holla K,Karnataka,Dakshina Kannada,574222,"D.No. G-1-355/1/B, Gf, Sri Rama Commercial Com, Kalladka, Golthamajalu Village, Dakshina Kannada"
2777,PMBJK06588,Yogendra Kharvi,Karnataka,Udupi,576232,"D.No. 3-108 B 6, Gf, Kavery Complex, Shalebag, Near Post Office, Uppunda, Udupi"
2778,PMBJK06589,Mr. Samjay S Chavan,Karnataka,Vijayapura,586104,"Cts No. 1781/23, Gf, Jumma Masjid Road, Near Badi Kaman, Vijayapura"
2779,PMBJK06590,Mr. Purushotham V,Karnataka,Bengaluru Urban,560056,"No.16, Gf, Ist Main, Mpm Layout, Near Mpm Park, Mallathahalli, Bengaluru Urban"
2780,PMBJK06594,Mr. A Nagarjuna Reddy,Karnataka,Ballari,583104,"D.No. Mig1/23, Khata No. 41583/23, Shop No.1, Gf, Khb Colony, Nethaji Nagar, Kolagal Road, Bellary"
2781,PMBJK06627,Mrs. Anuradha C R,Karnataka,Hassan,573201,"Shop No. 01, Property No. 33-3-525-021C, Ward No. 33, Thanniruhalla, B. M Road, Hassan"
2782,PMBJK06628,Mr. Pratap Eranna Kamble,Karnataka,Dharwad,580020,"Cts No. 501, Ward No. 1, Chitaguppi Hospital Premises Besides Hospital Opd, Lamington Road, Dharwad"
2783,PMBJK06629,Mr. Anil Kumar Jain,Karnataka,Dakshina Kannada,574241,"D.No. 1-88, Room No.9,Gf, Samudhya Arogya Kendra, Governemnt Hospital Premises, Uppinangady, Dakshina Kannada"
2784,PMBJK06651,Mrs. Pushpa. K,Karnataka,Bengaluru Urban,560039,"No.87, Iti Layout, Ganesha Temple Road, Nayandahalli, Mysore Road, Bengaluru Urban"
2785,PMBJK06661,Mr. Nishath Ara,Karnataka,Dakshina Kannada,574151,"D.No. 3-358/A, G F, Next To Indian Oil Petrol Pump, Kaikamba Junction, Kinnikambla, Dakshina Kannada"
2786,PMBJK06679,Mr. Manjunatha N,Karnataka,Bengaluru Urban,560091,"No. 8/5E,Gf, Vinayakanagar, Syndicate Bank Layout, Andrahalli Main Road, Vishwaneedam, Bengaluru Urban"
2787,PMBJK06680,Mr. Raghu Km,Karnataka,Bengaluru Urban,560064,"No.4/9, Mezinine Floor, Ist A Main Road, B-Sector, Opp. Canara Bank, Yelahanka New Town, Bengaluru Urban"
2788,PMBJK06681,Mr. Iranna Patil,Karnataka,Haveri,581110,"Cts 24/K, Plot No.20, Shop No.2, Duragannanavar Complex, Ijarilakmapura, Haveri"
2789,PMBJK06685,Sri Sanju C Nandyalkar,Karnataka,Uttara Kannada,581325,"B.No. 1A/187, Shop No.5, J.N. Road, Dandeli, Uttara Kannada"
2790,PMBJK06688,Richard Monterio,Karnataka,Dakshina Kannada,575005,"D. No. 18-48, Part B, Gf, Near Sbi Silvergate Branch, Kulshekar, Dakshina Kannada"
2791,PMBJK06689,Kesani Anusha,Karnataka,Bengaluru Urban,560015,"No.15, Gf, 17Th Cross, Gurunath Layout, Near Mnt Jalahalli West, Bengaluru Urban"
2792,PMBJK06690,Sreeshyla Kumar N,Karnataka,Bengaluru Urban,560015,"No. 72, Gf, Shivakrupa, Opp. Super Market, Kammagondnahalli, Bengaluru Urban"
2793,PMBJK06698,Mr. Harish H V,Karnataka,Bengaluru Urban,560064,"Grama Panchayat Complex, Behind Bmtc Bus Stand, Hesaragatta Hobli, Rajanakunte, Bengaluru Urban"
2794,PMBJK06703,Mr. Gangadhar Naik H R,Karnataka,Uttara Kannada,581334,"Taluka Hospital, Room No. 1, Near Court Road, Uttara Kannada"
2795,PMBJK06704,Mr. Ramya Prasad,Karnataka,Bengaluru Urban,560061,"S.No.1, Sanwariya, No. 45, 1St Cross, 5Th Main Sarvabhoumanagar, Chikkalasandra, Bengaluru Urban"
2796,PMBJK06711,Mrs. Shalini J,Karnataka,Bengaluru Urban,560016,"Pr No. 1261,423/60/7A, Stall No.3, G.F, 11Th
Cross, Near Govt Hospital,Kalkeri Main Road,"
2797,,,,,,"Ramamurth, Bengaluru Urban"
2798,PMBJK06713,Mr. Nandakumar Kulkarni,Karnataka,Bidar,585227,"Shop No. 1, Gf, Left To Main Gate, Community Health Center Premises, Mannaekhelli, Bidar"
2799,PMBJK06737,Chanthapalli Sriniwas Rao,Karnataka,Bengaluru Urban,560037,"No.166, Vibhuthipura, Basavanagar Main Road, Bengaluru Urban"
2800,PMBJK06738,B.V. Vedammurthy Prasanna,Karnataka,Bengaluru Urban,560085,"No. 178/1/84( Pid No. 55-484-B4, Gf, Ittamadu Main Road, Bsk 3Rd Stage, Bengaluru Urban"
2801,PMBJK06739,Shivalingeshwar.P. Ninganoor,Karnataka,Bagalkote,587312,"Cts No. 995/1A/03, Cmc Sl. No. 1334/9 Under Ground, Bandi Complex, Double Road, Mahalingpur, Bagalkot"
2802,PMBJK06740,Paniyapla Narendra,Karnataka,Ballari,583119,"Sy No. 269, K. No. 9999, Room No. 2, Nagarika Soulabhya Sankirna, Gf, Ward No.12, Besides Gen. Hospi, Bellary"
2803,PMBJK06741,Thirumaleshwari,Karnataka,Dakshina Kannada,574203,"D.No. 2-2-511-4A, Gf, Ananda Bhavan Building, Nehru Nagar, Kabaka, Dakshina Kannada"
2804,PMBJK06748,Mr. Shiva Kumar Nair,Karnataka,Bengaluru Urban,560072,"New No. 1, Shop No. 04, Gf, 3Rd Cross Srinivasanagar, Pattegarapalyal, Bengaluru Urban"
2805,PMBJK06749,Mr. Mahendra A B,Karnataka,Bengaluru Urban,560085,"No. 26, Pid No.55-429-20, Gf, 7Th Main,
Hosakerehalli, Bsk, Iiird Satge, Bengaluru Urban"
2806,PMBJK06750,Mr. Dileep Kumar M N,Karnataka,Bengaluru Urban,560064,"K.No. 1335/39/1/15/13, Gf, Santhoshnagar, Ist Cross, Opp. Swami Vivekanand School, Attur, Bengaluru Urban"
2807,PMBJK06754,M.S Nagendra,Karnataka,Bengaluru Urban,560062,"No.91,Gf, Vajarahalli, Opp. Ambedkar Bhawan, Kanakpura Road, Thalaghattapura, Bengaluru Urban"
2808,PMBJK06755,Mamatha,Karnataka,Udupi,576210,"D.No. 2-91(19), Ground Floor, Shri Kasanady City Tower, Kachchur Village, Main Road Barkur, Brahmava, Udupi"
2809,PMBJK06771,Narshimha Murthy K R,Karnataka,Bengaluru Urban,560091,"No, 45, Gf, M.G Complex, Ist Main Road, Kottigepalya, Magadi Main Road, Bengaluru Urban"
2810,PMBJK06774,Dr. Sirajuddin S.G,Karnataka,Bidar,585401,"Mother And Child 100 Bed Hospital, Forete Road, Old City, Bidar"
2811,PMBJK06781,Chawan Shivaji Sopanrao,Karnataka,Bidar,585328,"Govt. General Hospital Premises Opp. Gate No. 2, Gf, Bidar"
2812,PMBJK06783,Nirmal Jain,Karnataka,Dakshina Kannada,574109,"4/137, Naravi Agriculture Society Building, Naravi, Belthangady Taluk, Dakshina Kannada"
2813,PMBJK06790,Shwetha J,Karnataka,Dakshina Kannada,574144,"D.No. 2-163/13, Gf, Fortune Building, Ganjimut, Badagulipady Village, Dakshina Kannada"
2814,PMBJK06792,Hemanth Kumar M,Karnataka,Bengaluru Urban,560068,"Survey No. 64/117/79/17-18, Gf, Shop No. 02, 4Th Main 2Nd Cross Balaji Layout, Hongasandara, Bengaluru Urban"
2815,PMBJK06809,Nikil K Rai,Karnataka,Dakshina Kannada,574136,"D.No. 2-154/25, Gf, Kaveri Omplex, Kurnad, Mudipu, Dakshina Kannada"
2816,PMBJK06810,Jeevan N.G,Karnataka,Davangere,577004,"D.No. 3993/64,Gf, Room No.2, Naraganahalli Patel Rudrappa Complex, Opp. Hemavathi Hostel, Siddaveera, Devangere"
2817,PMBJK06821,Syed Rafi Ur Rahman,Karnataka,Kolar,563101,"Property No. 567, Near Mother And Child Hospital Building, Snr Hospital Premises, Kolar"
2818,PMBJK06823,Jayaprakash J S,Karnataka,Shivamogga,577432,"Ass. No.76/2258/693, Dr. Chandra Shekhar Nilya, Gf, Shimoga, Shivamogga"
2819,PMBJK06826,Sushmitha A,Karnataka,Dakshina Kannada,574279,"D.No. 1-181K, Gf, S.A Complex, Kanyana, Dakshina Kannada"
2820,PMBJK06827,Ravikuma V,Karnataka,Bengaluru Urban,560050,"No.135/2,Gf, 4Th Main, 4Th Cross, Srinivasanagar, Bsk Ist Stage,, Bengaluru Urban"
2821,PMBJK06847,Hariprasad P,Karnataka,Dakshina Kannada,575022,"D.No. 4-115-A3, Gf, Rahmania Masjid Complex, Beeri, Kotekar, Dakshina Kannada"
2822,PMBJK06848,Hemachandra Shetty,Karnataka,Dakshina Kannada,575004,"D.No. 3-W-1-9/4, Gf, Opal Complex, Opp. Bejai Church, Kadri Village,, Dakshina Kannada"
2823,PMBJK06849,Nagaraj Chattaraki,Karnataka,Vijayapura,586128,"Property No. 1332/1, Gf, Opp. Bus Stand, Malghan Building, Near Pld, Vijayapura"
2824,PMBJK06853,Amit Kumar Das,Karnataka,Bengaluru Urban,560034,"527, Gf, Veena Pani, Ist Main Road, Teacher'S Colony, Bengaluru Urban"
2825,PMBJK06880,Sunil Kumar,Karnataka,Ballari,583121,"Prop Old No. 64,65,66,67,68, Pr. No. 7-113-15,
W.No. 19, Shop No. 02, Gf, Nr. Chaitanya Lodge, Sadsh, Bellary"
2826,PMBJK06881,Paramesh H.S,Karnataka,Bengaluru Urban,560057,"No. 22, Ground Floor, Nethaji Nagar, Chokkasandra Main Road, T Dasarahalli,, Bengaluru Urban"
2827,PMBJK06882,Thameem Ahamad Ansari,Karnataka,Bengaluru Urban,560029,"K.No. 64-14-2, Gf, Shop No.2, 2Nd Cross, Gurappan Palya Main Road, Bannergatta Road,, Bengaluru Urban"
2828,PMBJK06886,Amruthavarshini A,Karnataka,Mandya,571419,"K.No.267A-28/1, Shop No.4, Gf, Sri Vinayaka Complex, Opp. To Govt. Bus Stand, Koppa Hobll, Besagarah, Mandya"
2829,PMBJK06894,Leena.K,Karnataka,Bengaluru Urban,560045,"K.No. 94-128-32, Shop No.1, Mezinine, R.R. Plaza, Near Ambedkar Medical College, Shampura Main Road, Bengaluru Urban"
2830,PMBJK06895,Sunil Roshan Tony Furtal,Karnataka,Dakshina Kannada,575029,"Door No. Nrg 1-473/1, Ground Floor, Sequeira Complex, Pedamale Post, Neermarga,, Dakshina Kannada"
2831,PMBJK06896,Kushal B Raj,Karnataka,Tumakuru,572105,"Kno 2451/2887 Near Sbi Bank Circle, Sadashivanagar, Kunigal Road,, Tumkur"
2832,PMBJK06916,Sundar Poojary,Karnataka,Udupi,576231,"Door No.-2 18F, Janapriya Complex, Ground Floor Near Post Office & Bus Stand,Thekkatte, Udupi"
2833,PMBJK06917,Manju Prasad K,Karnataka,Chikkamagaluru,577144,"Ass. No.-277, Shop No-2 Near Bus Stand, T.M. Road, Rangenahalli, Chikkamagaluru"
2834,PMBJK06918,Prashanth Suvarna,Karnataka,Dakshina Kannada,575028,"Door No. 3-70A3, 3-70A4, Ground Floor, Ramya Tower Vamanjoor, Dakshina Kannada"
2835,PMBJK06919,Rashmi P N,Karnataka,Bengaluru Urban,562125,"Primary Health Center, Near Sarjapur, Police Station-Sarajapur, Bengaluru Urban"
2836,PMBJK06920,Sri Mohan S Chavan,Karnataka,Vijayapura,586205,"Property No-3559 Cellar Floor, Vanakudare Complex, Near Bus Stand, Chadachan, Vijayapura"
2837,PMBJK06921,J A Nandini,Karnataka,Shivamogga,577203,"Ward No-12 Ass No 340/1975, Site No-301 Gt Complex Gf Shop No-2 Siddheshwara Nagara Main Road Guddek, Shivamogga"
2838,PMBJK06922,Raju K. Badakare,Karnataka,Vijayapura,586209,"Sy. No.-366 Agarkhed Complex, Ground Floor, Shop No.2 Vijayapur Road Near Bus Stand, Vijayapura"
2839,PMBJK06924,Shailesh Shetty,Karnataka,Dakshina Kannada,574236,"Door No. 4-270/4, Ground Floor Sathayashri Commercial Complex Shirthady, Dakshina Kannada"
2840,PMBJK06939,Sathish Kotari,Karnataka,Udupi,576228,"D.No. 1/169-A, Survey No. 101/3B1, Opp. Shiruru Panchayath, Shiruru, Byndoor, Udupi"
2841,PMBJK06940,Prabhavathi.P,Karnataka,Bengaluru Urban,560078,"314,Gf, 4Th A Main, 16Th Cross, 4Th Phase, J.P Nagar, Bengaluru Urban"
2842,PMBJK06942,Sri Laxmanrao B Kulkarni,Karnataka,Kalaburagi,585102,"1-891/22/3/D/4, Shop No-3, Gf, Devanagar, Old,"
2843,,,,,,"Jevargi Road, Near Ram Mandir, Kotanoor, Kalaburagi"
2844,PMBJK06943,Beeresh Revanasiddappa Pujar,Karnataka,Haveri,581108,"Ass.No. 4021, Ward No. 5, Shop No. A12, Gf, Mbk Plaza Complex, Negallur Road, Haveri"
2845,PMBJK06944,Sunitha A C,Karnataka,Dakshina Kannada,574202,"D.No. I-117/B, Gf, Rasshi Complex, Kaniyoor, Kadaba, Dakshina Kannada"
2846,PMBJK06952,Shivaranjan N,Karnataka,Dakshina Kannada,574202,"Door No.3 -1900, Ground Floor, Puttur Mahila V S S N Building, Darbe, Dakshina Kannada"
2847,PMBJK06985,Bamara B V Buchi,Karnataka,Bengaluru Urban,560105,"K No. 324/175, Ground Floor, Shop No 6, Koppa Village, Koppa- Begur Road, Hulimangala Gramapanchat, Bengaluru Urban"
2848,PMBJK06991,Abdul Wahid M Dhalayat,Karnataka,Vijayapura,586101,"Cts No. 1098/B/1, Ground Floor, Shop No- 2, Station Road, Opp Golgumbaz, Vijayapur, Vijayapura"
2849,PMBJK06992,Roshan Pinto,Karnataka,Dakshina Kannada,575008,"Shop No G1, D No. 1-T-60/9, Ground Floor, Mercia Square, Derebail, Mangalore, Dakshina Kannada"
2850,PMBJK07062,Suresh. R,Karnataka,Bengaluru Urban,560064,"Bajjappa Complex, 1617 1St Floor, Kogilu Main Road, Maruthinagar, Bengaluru Urban"
2851,PMBJK07080,M.Devanad Bhat,Karnataka,Dakshina Kannada,574213,"Central Complax, Behind Bustand Shope No 23 Main Road Belvai, Dakshina Kannada"
2852,PMBJK07081,Suneel Kumar,Karnataka,Haveri,581210,"Vpc No 555/4 Reddy Coplex Medur, Haveri"
2853,PMBJK07082,Chandrashekar C,Karnataka,Belagavi,null,"Sy. No.287, Gf, Taluka General Hospital Premises, Belagavi"
2854,PMBJK07083,Amaresh Meti,Karnataka,Koppal,583279,"No 11 Ward No 05 17 Post Office Road Tavaragera, Koppal"
2855,PMBJK07109,Rajashree R Naik,Karnataka,Bengaluru Urban,560016,"Pr No-436, Stall Number 1, G.F, 11Th Main, N.R.I Layout, Near Sunderanjineya Temple,Kalkere, Bengaluru Urban"
2856,PMBJK07123,Keerthan K G,Karnataka,Kodagu,571218,"Shop No. 02, Ground Floor, Govt. Taluka General Hospital Compound, Kodagu"
2857,PMBJK07131,Harish Bs,Karnataka,Bengaluru Urban,560056,"No 698, 5Th Block, Smv Lyt, Jnanan Ganga Nagar, Bengaluru Urban"
2858,PMBJK07132,E.Vijayalaxmi,Karnataka,Bengaluru Urban,560068,"K.No 23/3/220, Shop#2, Ground Floor, Akshay Nagar Main Road, Yelenahalli Village, Begur Hobli, Bengaluru Urban"
2859,PMBJK07134,Vinay H,Karnataka,Davangere,577005,"#2931/1A, 5Th Cross Taralabalu Badavane, Vidyanagar Main Road, Devangere"
2860,PMBJK07149,R Pradeep Kumar,Karnataka,Bengaluru Urban,560042,"No 251, Ground Floor & First Floor, Kamaraja Road, Contonment, Bengaluru Urban"
2861,PMBJK07152,Meghana M,Karnataka,Bengaluru Urban,562149,"Shop No 2 K No 761/1403/123/2 Ground Floor Bnm Complex Airport Main Road, Bengaluru Urban"
2862,PMBJK07174,Lohith Kumar H R,Karnataka,Bengaluru Urban,560098,"# 851 Dr.Vishnuvardhan Road, Channasandra Rr Nagar Banglore, Bengaluru Urban"
2863,PMBJK07175,Sowmya Shree H R,Karnataka,Bengaluru Urban,560040,"# 263 9Th Main Hosahalli Village Vijaynagar Bangalore, Bengaluru Urban"
2864,PMBJK07176,Parashuram,Karnataka,Koppal,583229,"Property No. 02., Shop No.1, R. G Road, Near Primary School, Koppal"
2865,PMBJK07177,Anusha,Karnataka,Dakshina Kannada,574265,"Shop No.5, Door No. 1-281/A, Ground Floor, Pancha Durgaparameshwari, Maninalkur Village, Mulkajemada, Dakshina Kannada"
2866,PMBJK07178,Jagaeesha M,Karnataka,Davangere,577223,"Asti. No. 1419, Gf, Sri M.Vishveswarayya Road, Nyamathi, Devangere"
2867,PMBJK07179,Gururaj,Karnataka,Bengaluru Urban,560070,"No 142, Next To Vidhya Peetha ,Pejavar Mutt, Katriguppe Main Road, Vidyapeeta Circle, Bengaluru Urban"
2868,PMBJK07213,C R Niranjan Murthy,Karnataka,Chitradurga,577501,"Katha No128/A 1578/993/A,Near Old Mysore Caffe,Oppsite? Basavana Gudi, Rangaiahnabagelu, Doddapete? Chitradurga"
2869,PMBJK07242,Ashish,Karnataka,Dakshina Kannada,574211,"8.260.12, Gf, Rajasoudha, Besides Vnr Gold, Main Road, Dakshina Kannada"
2870,PMBJK07243,Ranjan,Karnataka,Dakshina Kannada,575006,"Door No. 1-5-19-1368, Ground Floor, Opposite Urva Market, Boloor Village, Dakshina Kannada"
2871,PMBJK07244,Mohammed Younus,Karnataka,Bengaluru Urban,560043,"No-02, G.F. Shanishwaa Temple Road, Hennur Cross, Kalyan Nagar-, Bengaluru Urban"
2872,PMBJK07249,Manohar B,Karnataka,Yadgir,585216,"No # 15/106 Shop No, 01 Ground Floor, Near Jakraddy Hospetal, Yadiyapur Road, Hanuman Chowk, Kembhav, Yadgir"
2873,PMBJK07253,Putturaj,Karnataka,Yadgir,585216,"Room No. 1, Community Health Center, Kembhavi, Yadgir"
2874,PMBJK07265,Rahul. R,Karnataka,Bengaluru Urban,560021,"Gayathridevi Park Premises, Ward No.98 Bbmp Grd Flr, 14Th Main, Near Metro Station,, Bengaluru Urban"
2875,PMBJK07289,Mohan M Devadiga,Karnataka,Uttara Kannada,581354,"Patanjali Complex, Building No. Viii/113, Shop No.3, Sy. No. 819, Hissa 5,?Phc Road, Shirali, Uttara Kannada"
2876,PMBJK07290,Abhilash C,Karnataka,Bengaluru Urban,560040,"Ward No 125,Shop No 1,Bbmp Building,Govindrajnagar Ward,Bangalore, Bengaluru Urban"
2877,PMBJK07293,Jeeja N P,Karnataka,Kodagu,571201,"Sy No 22,22/1,22/2,22/3 Shop No 3 Ground Floor North Coorg Culb Shoping Complex Main Road Madikeri, Kodagu"
2878,PMBJK07308,Ks Sunitha Bai,Karnataka,Davangere,577004,"D.No 569/10 Ground Floor Sri Guru Kottureshwara Nilya, Near Hkr Circle, Nittuvalli Road, Devangere"
2879,PMBJK07326,Nandish B K,Karnataka,Bengaluru Urban,null,"Shop No 13 #77/2 Bda Layout Arkere Main Road Banerugatta, Bengaluru Urban"
2880,PMBJK07335,M R Prasad,Karnataka,Bengaluru Urban,560079,"24/195 Shop-1 Balaji Plaza Kurubarahalli Main Road, Bengaluru Urban"
2881,PMBJK07356,Chandrakanth,Karnataka,Udupi,576221,"No. 2-65-1?Opp. Gandhi Maidana, Giliyaru Kota, Udupi"
2882,PMBJK07405,Smitha Padmanabhan,Karnataka,Bengaluru Urban,560071,"Site. 298 & 299, Gf, Sgr Towers, 7Th Cross, Domlur Layout, Bengaluru Urban"
2883,PMBJK07406,C K Anantha,Karnataka,Bengaluru Urban,560004,"No 125, Shop No 5, Ground Floor, Dr Dvg Road, Basavanagudi, Bengaluru Urban"
2884,PMBJK07407,Kumar.S,Karnataka,Bengaluru Urban,560002,"Sjp Road, Ward No- 119, Ground Floor, Dasappa Complex, Near Town Hall, Nagarthpete, Bengaluru Urban"
2885,PMBJK07414,Gireesha P B,Karnataka,Bengaluru Urban,560091,"11/1A, No 6, 3Rd Cross, Bhyraveshwara Nagara, Shantidhama School Roadu, Bengaluru Urban"
2886,PMBJK07417,Keerthi V,Karnataka,Dakshina Kannada,575017,"Door No.1-1A27, Basement Floor, Opp Enclave Building, University Rod, Kuthar Junction, Dakshina Kannada"
2887,PMBJK07418,Vinutha H,Karnataka,Mysuru,570017,"Property No.3148, Shop No.01, Ground Floor, Opp Bala Bhavan, Anjanadri Main Road, Ii Phase, Iv Stage, Mysore"
2888,PMBJK07419,Chetan R,Karnataka,Mysuru,570019,"No.Ews 1316, Shop No 01, Ground Floor Opp"
2889,,,,,,"United Minority Bank ,Rajiv Nagar 1St Stage, Mysore"
2890,PMBJK07421,Mallesha B,Karnataka,Mysuru,570022,"House No 2811 Shop No 2 Ground Floor 4Th Main 3Rd Cross Mahamane Circle F Block 3Rd Stage Kanakadasa, Mysore"
2891,PMBJK07424,Santosh Kumar Goudar,Karnataka,Dharwad,580021,"Kims Hospital Premises,Vidyanagar, Dharwad"
